400,412,443,490,510,560,620,665,674,681,709,754,800
0.0024961460,0.0026348090,0.0031448214,0.0045085970,0.0046033394,0.0045992327,0.0016755551,0.0011115060,0.0010611125,0.0010082135,0.0005875052,0.0001634570,0.0001634570
0.0037435116,0.0038867050,0.0040884917,0.0048852920,0.0045268220,0.0041207770,0.0014779537,0.0009762002,0.0009313593,0.0008846606,0.0005139099,0.0001417230,0.0001417230
0.0021994226,0.0024138368,0.0031160852,0.0046724990,0.0048185433,0.0050356556,0.0020071268,0.0013678137,0.0013123208,0.0012500626,0.0007305883,0.0002050502,0.0002050502
0.0037707856,0.0039002046,0.0041326135,0.0050767120,0.0047633400,0.0043136617,0.0014951836,0.0009824568,0.0009368800,0.0008893485,0.0005155557,0.0001419587,0.0001419587
